Job Title,Company Name,Location,Salary Estimate,Job Description,Rating,Date Posted
Product Analyst,GreenEnergy,"New York, NY",$64K-$80K,"Exciting opportunity for a Product Analyst at GreenEnergy. Must have experience in SQL, Excel, R, Spark, Statistics.",3.1,2024-11-12
Machine Learning Engineer,RetailGiants,"London, UK",$62K-$88K,"Exciting opportunity for a Machine Learning Engineer at RetailGiants. Must have experience in Hadoop, Power BI, Docker.",3.9,2024-07-30
Senior Data Analyst,TechCorp,"San Francisco, CA",$58K-$70K,"Seeking a talented Senior Data Analyst. Proficiency in Docker, Looker, Statistics, Azure, Spark, SQL, Power BI is a must.",3.7,2025-01-05
Data Engineer,GreenEnergy,"Boston, MA",$51K-$65K,"GreenEnergy is hiring a Data Engineer. You should know Kubernetes, Hadoop, Excel, Looker, Python.",3.4,2024-10-27
Analytics Consultant,RetailGiants,"Denver, CO",$111K-$150K,"Exciting opportunity for a Analytics Consultant at RetailGiants. Must have experience in Hadoop, Tableau, Excel, R, Power BI, Looker, Git.",4.0,2024-06-21
Senior Data Analyst,CyberSecure,"Seattle, WA",$107K-$145K,"Seeking a talented Senior Data Analyst. Proficiency in Google Cloud, Kubernetes, Looker, Python, Snowflake is a must.",3.7,2025-09-02
Senior Data Analyst,Innovate Solutions,"Bangalore, IN",$83K-$112K,"Join Innovate Solutions as a Senior Data Analyst. Key skills required: AWS, Statistics, SQL, Excel.",3.3,2024-12-07
Data Analyst,CloudSystems,"Austin, TX",$112K-$145K,"CloudSystems is hiring a Data Analyst. You should know Spark, SQL, AWS.",4.0,2024-08-19
BI Developer,Beta Data,"Boston, MA",$52K-$64K,"Beta Data is hiring a BI Developer. You should know Airflow, AWS, R, Kubernetes, Looker, Google Cloud.",4.5,2024-07-03
Product Analyst,Alpha Analytics,"Boston, MA",$98K-$141K,"Exciting opportunity for a Product Analyst at Alpha Analytics. Must have experience in Excel, Git, Power BI, Tableau, Airflow, Statistics, Jira.",3.4,2024-08-03
Senior Data Analyst,DataWiz,"New York, NY",$88K-$103K,"Join DataWiz as a Senior Data Analyst. Key skills required: Excel, SQL, Snowflake, Looker.",3.1,2024-07-15
Product Analyst,Innovate Solutions,"Berlin, DE",$72K-$91K,"Innovate Solutions is hiring a Product Analyst. You should know Hadoop, SQL, Azure, R, Kubernetes, AWS, Tableau.",4.1,2025-10-03
Data Analyst,Alpha Analytics,"Toronto, ON",$72K-$88K,"Join Alpha Analytics as a Data Analyst. Key skills required: Python, Machine Learning, Tableau.",3.8,2024-01-07
Data Engineer,Gamma Group,"Denver, CO",$82K-$126K,"Exciting opportunity for a Data Engineer at Gamma Group. Must have experience in Jira, Google Cloud, Looker, Git, Docker, Statistics, Tableau.",3.2,2025-10-12
Data Scientist,DataWiz,"Toronto, ON",$90K-$107K,"We are looking for a Data Scientist to join our team. You will be working with Spark, Kubernetes, Hadoop, Azure, Snowflake, Airflow, Machine Learning, SQL.",4.6,2024-03-08
Product Analyst,Delta Dynamics,"London, UK",$67K-$78K,"Exciting opportunity for a Product Analyst at Delta Dynamics. Must have experience in Excel, Kubernetes, Azure, Looker, SQL, Jira, R, Machine Learning.",3.1,2024-08-03
Data Scientist,RetailGiants,"London, UK",$103K-$119K,"We are looking for a Data Scientist to join our team. You will be working with Git, AWS, SQL, Python.",3.5,2024-04-17
Data Analyst,Delta Dynamics,"New York, NY",$64K-$89K,"Join Delta Dynamics as a Data Analyst. Key skills required: Tableau, Machine Learning, Docker, Jira, SQL, Airflow, Kubernetes, Git.",4.5,2025-03-24
Analytics Consultant,TechCorp,"Atlanta, GA",$108K-$152K,"We are looking for a Analytics Consultant to join our team. You will be working with Kubernetes, SQL, Power BI, Tableau, Statistics, Google Cloud.",3.9,2025-11-16
Data Engineer,Gamma Group,"New York, NY",$56K-$75K,"We are looking for a Data Engineer to join our team. You will be working with Kubernetes, Snowflake, Docker, Looker, Google Cloud, Jira, Tableau, Machine Learning.",4.4,2024-10-18
Marketing Analyst,Gamma Group,"Berlin, DE",$77K-$91K,"Exciting opportunity for a Marketing Analyst at Gamma Group. Must have experience in Looker, Excel, Jira, Snowflake, SQL.",4.6,2025-06-29
Business Intelligence Analyst,Delta Dynamics,"New York, NY",$94K-$144K,"Delta Dynamics is hiring a Business Intelligence Analyst. You should know AWS, R, Looker, Excel, Machine Learning, Git, Spark, SQL.",4.2,2025-12-06
Analytics Consultant,Delta Dynamics,"Austin, TX",$92K-$125K,"Delta Dynamics is hiring a Analytics Consultant. You should know AWS, Python, Airflow, Power BI, Machine Learning, Git, Docker, Statistics.",4.5,2025-01-15
Machine Learning Engineer,CloudSystems,"Denver, CO",$98K-$108K,"Seeking a talented Machine Learning Engineer. Proficiency in Hadoop, Google Cloud, Excel, Spark is a must.",4.7,2025-07-31
Data Engineer,CloudSystems,"Berlin, DE",$101K-$119K,"Seeking a talented Data Engineer. Proficiency in Hadoop, SQL, Looker, Jira, AWS, Machine Learning, Azure is a must.",3.8,2025-09-14
BI Developer,Innovate Solutions,"Bangalore, IN",$92K-$137K,"Seeking a talented BI Developer. Proficiency in Spark, Power BI, SQL is a must.",3.9,2025-11-18
Data Engineer,GreenEnergy,"London, UK",$77K-$110K,"Join GreenEnergy as a Data Engineer. Key skills required: Hadoop, Git, AWS.",4.7,2024-09-17
BI Developer,DataWiz,"Austin, TX",$55K-$96K,"Seeking a talented BI Developer. Proficiency in Airflow, Machine Learning, Python, Hadoop, Looker is a must.",5.0,2024-02-05
BI Developer,EduTech,"Toronto, ON",$74K-$111K,"EduTech is hiring a BI Developer. You should know Jira, Tableau, R, Google Cloud, Looker, Python.",3.6,2025-07-08
Data Engineer,Gamma Group,"Los Angeles, CA",$96K-$139K,"Exciting opportunity for a Data Engineer at Gamma Group. Must have experience in Statistics, Kubernetes, R, Azure, Python.",4.3,2024-06-27
Marketing Analyst,Alpha Analytics,"Austin, TX",$77K-$122K,"Join Alpha Analytics as a Marketing Analyst. Key skills required: Statistics, Jira, Spark, Docker, R, Power BI.",3.8,2024-06-14
Marketing Analyst,DataWiz,"Boston, MA",$94K-$129K,"Join DataWiz as a Marketing Analyst. Key skills required: Tableau, Spark, Snowflake, Python, Git, R, Statistics.",3.8,2024-08-30
Data Engineer,EduTech,"New York, NY",$95K-$114K,"Join EduTech as a Data Engineer. Key skills required: AWS, Spark, Statistics.",3.1,2024-12-22
Product Analyst,DataWiz,"London, UK",$67K-$113K,"We are looking for a Product Analyst to join our team. You will be working with Hadoop, Airflow, Statistics, Spark, Tableau, Jira.",4.0,2024-02-23
Business Intelligence Analyst,EduTech,"New York, NY",$86K-$109K,"EduTech is hiring a Business Intelligence Analyst. You should know Machine Learning, Azure, Spark, Hadoop, Snowflake, Looker, SQL.",3.8,2025-03-12
Data Scientist,GreenEnergy,"Denver, CO",$94K-$143K,"We are looking for a Data Scientist to join our team. You will be working with Google Cloud, Kubernetes, Docker, Git.",5.0,2025-11-14
Product Analyst,CloudSystems,"Boston, MA",$97K-$146K,"Join CloudSystems as a Product Analyst. Key skills required: Kubernetes, SQL, Excel, Looker, Docker.",3.3,2025-07-10
Analytics Consultant,CyberSecure,"London, UK",$64K-$102K,"Join CyberSecure as a Analytics Consultant. Key skills required: Spark, Snowflake, R, Excel, Python, AWS.",5.0,2024-12-25
Senior Data Analyst,CloudSystems,Remote,$120K-$155K,"Seeking a talented Senior Data Analyst. Proficiency in Kubernetes, Hadoop, Machine Learning, Jira, Docker, AWS, Azure is a must.",4.4,2024-01-03
Junior Data Analyst,EduTech,"Atlanta, GA",$105K-$155K,"Join EduTech as a Junior Data Analyst. Key skills required: SQL, Snowflake, Jira, Hadoop, Kubernetes, AWS.",3.9,2024-07-12
Product Analyst,Beta Data,"Denver, CO",$86K-$132K,"We are looking for a Product Analyst to join our team. You will be working with Statistics, Spark, SQL, Git.",4.5,2024-07-09
Financial Analyst,FinancePlus,"Atlanta, GA",$98K-$108K,"FinancePlus is hiring a Financial Analyst. You should know Python, Kubernetes, Spark.",3.9,2024-01-24
Junior Data Analyst,CloudSystems,"Seattle, WA",$81K-$129K,"Join CloudSystems as a Junior Data Analyst. Key skills required: SQL, Kubernetes, Statistics, Snowflake, Hadoop.",3.5,2025-08-23
Junior Data Analyst,CyberSecure,"Chicago, IL",$81K-$91K,"Seeking a talented Junior Data Analyst. Proficiency in Hadoop, Machine Learning, Jira, Looker, Spark, Kubernetes, Statistics, Google Cloud is a must.",4.0,2025-09-04
BI Developer,Beta Data,Remote,$72K-$95K,"Seeking a talented BI Developer. Proficiency in Git, Airflow, Looker, Azure, SQL, Spark is a must.",4.4,2025-09-14
Data Engineer,HealthCare Inc.,"San Francisco, CA",$59K-$101K,"Join HealthCare Inc. as a Data Engineer. Key skills required: Git, Power BI, Machine Learning, Excel, Looker, Statistics, AWS, Azure.",4.1,2024-08-12
BI Developer,Gamma Group,"London, UK",$110K-$136K,"Seeking a talented BI Developer. Proficiency in Tableau, Looker, Airflow, Statistics, Docker, SQL is a must.",4.1,2025-10-14
Financial Analyst,CloudSystems,"Seattle, WA",$100K-$138K,"Exciting opportunity for a Financial Analyst at CloudSystems. Must have experience in Machine Learning, Excel, Airflow, Looker, AWS, Snowflake.",3.3,2025-10-07
Senior Data Analyst,Beta Data,"London, UK",$50K-$98K,"We are looking for a Senior Data Analyst to join our team. You will be working with Google Cloud, Machine Learning, Statistics, Hadoop, R.",4.6,2025-10-21
Data Analyst,CloudSystems,"Berlin, DE",$90K-$128K,"CloudSystems is hiring a Data Analyst. You should know Google Cloud, Snowflake, Git, Azure, AWS, Spark.",3.5,2025-06-22
Data Analyst,CloudSystems,"Denver, CO",$53K-$99K,"Exciting opportunity for a Data Analyst at CloudSystems. Must have experience in Excel, Hadoop, Machine Learning.",4.9,2025-07-04
Data Scientist,HealthCare Inc.,"Los Angeles, CA",$110K-$159K,"Exciting opportunity for a Data Scientist at HealthCare Inc.. Must have experience in Kubernetes, SQL, Python, Azure, Looker, Git, Machine Learning, Spark.",3.3,2024-06-01
Analytics Consultant,Delta Dynamics,"Bangalore, IN",$62K-$92K,"Delta Dynamics is hiring a Analytics Consultant. You should know Azure, R, Snowflake, Power BI, Git, Python.",3.3,2024-05-26
BI Developer,HealthCare Inc.,"Toronto, ON",$71K-$121K,"Seeking a talented BI Developer. Proficiency in Kubernetes, SQL, Hadoop, AWS, Tableau, Spark, Looker is a must.",3.5,2024-01-20
Data Scientist,EduTech,Remote,$117K-$155K,"Exciting opportunity for a Data Scientist at EduTech. Must have experience in SQL, Power BI, Tableau, Python.",3.8,2024-06-30
Senior Data Analyst,EduTech,Remote,$75K-$90K,"We are looking for a Senior Data Analyst to join our team. You will be working with Airflow, Machine Learning, Python, Spark.",3.4,2024-02-23
Business Intelligence Analyst,GreenEnergy,"Denver, CO",$57K-$68K,"We are looking for a Business Intelligence Analyst to join our team. You will be working with Spark, R, Hadoop, Power BI, Looker.",4.2,2025-02-12
Machine Learning Engineer,HealthCare Inc.,"Denver, CO",$97K-$124K,"HealthCare Inc. is hiring a Machine Learning Engineer. You should know Git, Statistics, Google Cloud, SQL.",4.7,2024-02-29
Data Analyst,Alpha Analytics,"Austin, TX",$104K-$118K,"Alpha Analytics is hiring a Data Analyst. You should know Power BI, Airflow, Azure, Google Cloud, Snowflake, Machine Learning, Jira, Looker.",4.4,2025-09-20
Financial Analyst,Alpha Analytics,"Toronto, ON",$119K-$167K,"Alpha Analytics is hiring a Financial Analyst. You should know Jira, Machine Learning, SQL, Spark, Google Cloud, R, Hadoop.",4.5,2024-09-26
Financial Analyst,Alpha Analytics,"Los Angeles, CA",$89K-$120K,"Alpha Analytics is hiring a Financial Analyst. You should know Airflow, Docker, Azure, Tableau.",4.0,2024-10-31
Senior Data Analyst,GreenEnergy,"Los Angeles, CA",$108K-$131K,"We are looking for a Senior Data Analyst to join our team. You will be working with Azure, Spark, Google Cloud, Machine Learning, SQL, Statistics, Python, R.",4.5,2024-12-08
Product Analyst,Delta Dynamics,"Atlanta, GA",$84K-$99K,"Delta Dynamics is hiring a Product Analyst. You should know Airflow, Git, Docker, Python.",3.1,2024-11-16
Business Intelligence Analyst,HealthCare Inc.,"Chicago, IL",$58K-$107K,"HealthCare Inc. is hiring a Business Intelligence Analyst. You should know Excel, Git, SQL, R, Statistics.",4.4,2025-04-21
BI Developer,EduTech,Remote,$88K-$138K,"Join EduTech as a BI Developer. Key skills required: Tableau, R, SQL, Kubernetes.",3.6,2025-06-04
Marketing Analyst,GreenEnergy,"Chicago, IL",$87K-$106K,"GreenEnergy is hiring a Marketing Analyst. You should know R, Machine Learning, Looker, SQL, Kubernetes.",3.9,2024-07-02
Data Scientist,Gamma Group,"Los Angeles, CA",$94K-$126K,"Join Gamma Group as a Data Scientist. Key skills required: Jira, Airflow, Spark, Power BI.",4.5,2024-03-19
Junior Data Analyst,Delta Dynamics,"Toronto, ON",$64K-$94K,"Join Delta Dynamics as a Junior Data Analyst. Key skills required: Machine Learning, Spark, Google Cloud, Hadoop, SQL, Azure, Excel, AWS.",3.7,2025-05-01
Financial Analyst,Gamma Group,"New York, NY",$64K-$74K,"We are looking for a Financial Analyst to join our team. You will be working with Git, Machine Learning, R, AWS.",3.1,2024-06-22
Product Analyst,DataWiz,Remote,$110K-$126K,"Join DataWiz as a Product Analyst. Key skills required: Statistics, Jira, Looker, Machine Learning, Excel, Python.",3.6,2024-11-04
Data Scientist,Delta Dynamics,"London, UK",$53K-$94K,"Delta Dynamics is hiring a Data Scientist. You should know Power BI, Azure, SQL, Snowflake, Python.",4.4,2025-06-11
Financial Analyst,FinancePlus,"Berlin, DE",$93K-$114K,"FinancePlus is hiring a Financial Analyst. You should know Snowflake, Machine Learning, Airflow, Docker, Power BI, AWS, Git, Google Cloud.",4.0,2024-11-11
Data Engineer,Beta Data,"Toronto, ON",$61K-$105K,"Exciting opportunity for a Data Engineer at Beta Data. Must have experience in Jira, Tableau, Azure.",4.1,2024-06-28
Analytics Consultant,Beta Data,"Boston, MA",$92K-$128K,"We are looking for a Analytics Consultant to join our team. You will be working with Machine Learning, Python, Spark.",4.6,2025-12-22
Data Analyst,Alpha Analytics,"Los Angeles, CA",$68K-$81K,"We are looking for a Data Analyst to join our team. You will be working with Excel, Snowflake, Hadoop, R, AWS.",4.6,2025-03-01
BI Developer,FinancePlus,"London, UK",$67K-$94K,"FinancePlus is hiring a BI Developer. You should know Statistics, Snowflake, Google Cloud, Excel, AWS.",4.3,2025-06-07
Machine Learning Engineer,RetailGiants,"London, UK",$87K-$137K,"Join RetailGiants as a Machine Learning Engineer. Key skills required: Snowflake, SQL, Airflow, Spark.",3.0,2025-03-15
Financial Analyst,Innovate Solutions,"Los Angeles, CA",$110K-$127K,"We are looking for a Financial Analyst to join our team. You will be working with Git, AWS, Airflow, Azure, Kubernetes, Power BI.",3.3,2024-05-21
Data Analyst,FinancePlus,"Berlin, DE",$56K-$97K,"Join FinancePlus as a Data Analyst. Key skills required: Tableau, Statistics, R, Looker, SQL, Python, Excel, Power BI.",3.6,2025-08-06
Business Intelligence Analyst,Beta Data,"Boston, MA",$75K-$112K,"Beta Data is hiring a Business Intelligence Analyst. You should know Azure, Snowflake, Jira, Git, Google Cloud, AWS, Spark.",4.9,2025-09-07
Data Engineer,Delta Dynamics,"Bangalore, IN",$69K-$108K,"Seeking a talented Data Engineer. Proficiency in Tableau, Airflow, R, SQL, Azure, Kubernetes is a must.",4.6,2024-09-27
Data Scientist,EduTech,"Boston, MA",$115K-$132K,"Seeking a talented Data Scientist. Proficiency in Docker, Git, SQL, Power BI is a must.",4.5,2024-02-12
Junior Data Analyst,GreenEnergy,"San Francisco, CA",$74K-$120K,"Join GreenEnergy as a Junior Data Analyst. Key skills required: SQL, Google Cloud, Power BI.",3.9,2024-09-19
Data Scientist,TechCorp,"Austin, TX",$80K-$120K,"Seeking a talented Data Scientist. Proficiency in Azure, Power BI, Hadoop, Airflow is a must.",3.7,2025-02-27
Data Engineer,Alpha Analytics,"London, UK",$57K-$107K,"Seeking a talented Data Engineer. Proficiency in Tableau, Power BI, Git, Jira, Google Cloud is a must.",4.4,2024-11-14
Analytics Consultant,Delta Dynamics,"Denver, CO",$118K-$133K,"Exciting opportunity for a Analytics Consultant at Delta Dynamics. Must have experience in Airflow, Machine Learning, Python, Spark, Git, R.",4.7,2025-03-06
Business Intelligence Analyst,FinancePlus,"Berlin, DE",$58K-$78K,"Join FinancePlus as a Business Intelligence Analyst. Key skills required: SQL, Tableau, Airflow, Statistics, Excel, Kubernetes.",4.5,2025-11-25
Junior Data Analyst,FinancePlus,"San Francisco, CA",$55K-$72K,"Join FinancePlus as a Junior Data Analyst. Key skills required: AWS, Snowflake, Azure, SQL, Hadoop.",3.3,2025-12-10
Data Analyst,TechCorp,"Seattle, WA",$92K-$123K,"TechCorp is hiring a Data Analyst. You should know Airflow, Tableau, Docker.",3.3,2024-03-28
Analytics Consultant,HealthCare Inc.,"Bangalore, IN",$61K-$80K,"Join HealthCare Inc. as a Analytics Consultant. Key skills required: Machine Learning, Docker, Spark.",4.4,2025-03-16
Machine Learning Engineer,TechCorp,Remote,$60K-$97K,"Join TechCorp as a Machine Learning Engineer. Key skills required: Machine Learning, Hadoop, Snowflake, Kubernetes, Statistics.",5.0,2025-09-10
Product Analyst,CloudSystems,"Atlanta, GA",$75K-$103K,"Join CloudSystems as a Product Analyst. Key skills required: Hadoop, R, Git, Jira, AWS, Google Cloud, Python, Kubernetes.",3.1,2025-05-20
Senior Data Analyst,Alpha Analytics,"Denver, CO",$90K-$118K,"Join Alpha Analytics as a Senior Data Analyst. Key skills required: Tableau, AWS, Google Cloud, Airflow, Docker, R.",3.9,2024-04-17
